office_name,website,root_domain,raw_place,normalized_place,gemeente,plaats,place_status,place_review_reason,provincie,aanbod_url,aanbod_url_quality,confidence,needs_review,source_adapter,source_origin,score,status,review_reason,rejection_reason,notes,osm_type,osm_id,osm_website,osm_contact_website,osm_city,osm_postcode,osm_phone,osm_contact_phone,osm_email,osm_contact_email,osm_lat,osm_lon,evidence
Egan Makelaardij B.V.,https://www.eganmakelaardij.nl,eganmakelaardij.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.funda.nl/makelaars/breda/19403-egan-makelaardij-bv/woningaanbod/koop/heel-nederland,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
ERA Focus Makelaars Breda B.V.,http://www.erafocus.nl,erafocus.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,50,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,era | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.erafocus.nl/aanbod,http://www.erafocus.nl/woningaanbod,http://www.erafocus.nl/koopwoningen"
Hendriks Makelaardij Breda,http://www.hendriks.nl,hendriks.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hypodomus Makelaars Breda,http://www.hypodomus-breda.nl,hypodomus-breda.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.hypodomus-breda.nl/aanbod/woningaanbod,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kern Makelaars Breda B.V.,http://www.kernmakelaars.nl,kernmakelaars.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KIN Makelaars Breda B.V.,http://www.kinmakelaars.nl,kinmakelaars.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
LUC Vastgoed Adviseurs,https://www.lucvastgoed.nl,lucvastgoed.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.lucvastgoed.nl/aanbod,valid,0.85,false,seed,seed,70,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=vastgoed,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaarshuys Johanna en Gijs,https://makelaarshuysjohanna.nl,makelaarshuysjohanna.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://makelaarshuysjohanna.nl/aanbod/woningaanbod,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Roga Makelaars B.V.,http://www.rogamakelaars.nl,rogamakelaars.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.rogamakelaars.nl/aanbod,http://www.rogamakelaars.nl/woningaanbod,http://www.rogamakelaars.nl/koopwoningen"
Steverink en Partners,http://www.steverink.nl,steverink.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.steverink.nl/binnenkort-in-verkoop,valid,0.85,false,seed,seed,70,valid,contains listing signal,,,,,,,,,,,,,,,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Storimans en Partners,https://www.storimansenpartners.nl,storimansenpartners.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,20,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.storimansenpartners.nl/aanbod,https://www.storimansenpartners.nl/woningaanbod,https://www.storimansenpartners.nl/koopwoningen"
Taxatie 4u,,,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,0.40,true,seed,seed,0,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url
Van Bragt Makelaars & Taxateurs,,,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url
Van de Water Makelaars Breda,http://www.vandewatergroep.nl,vandewatergroep.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Sande Makelaars,http://www.vandersande.nl,vandersande.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.vandersande.nl/wonen/binnenkort-in-de-verkoop,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Bart Hut Makelaardij,http://www.barthutmakelaardij.nl,barthutmakelaardij.nl,Cranendonck,Cranendonck,Cranendonck,Cranendonck,current_gemeente,,Noord-Brabant,http://www.barthutmakelaardij.nl/aanbod/woningaanbod/maarheeze/koop/huis-10069812-Gagelstraat-14,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Cranendonck Makelaars,http://www.cranendonckmakelaars.nl,cranendonckmakelaars.nl,Cranendonck,Cranendonck,Cranendonck,Cranendonck,current_gemeente,,Noord-Brabant,https://www.cranendonckmakelaars.nl/aanbod/twee-onder-een-kapwoning-willem-alexanderlaan-36-maarheeze,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Assurantie- en Makelaarskantoor Swinkels B.V.,http://www.makelaardijswinkels.nl,makelaardijswinkels.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,https://www.makelaardijswinkels.nl/makelaardij/aanbod,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Bakens Makelaardij,http://www.bakensmakelaardij.nl,bakensmakelaardij.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,http://www.bakensmakelaardij.nl/aanbod/woningaanbod/helmond/koop/huis-10309030-Prins-Karelstraat-89,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Door Martijn B.V.,http://www.door-martijn.nl,door-martijn.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,https://www.door-martijn.nl/ik-verkoop-een-huis,valid,0.85,false,seed,seed,70,valid,contains listing signal,,,,,,,,,,,,,,,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Hypodomus | Pieter Vriends,http://www.hypodomus-eindhoven.nl,hypodomus-eindhoven.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,20,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.hypodomus-eindhoven.nl/aanbod,http://www.hypodomus-eindhoven.nl/woningaanbod,http://www.hypodomus-eindhoven.nl/koopwoningen"
NEO makelaars,https://www.neomakelaars.nl,neomakelaars.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.neomakelaars.nl/aanbod,https://www.neomakelaars.nl/woningaanbod,https://www.neomakelaars.nl/koopwoningen"
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kanters Makelaars B.V.,https://www.kanters.net,kanters.net,Dongen,Dongen,Dongen,Dongen,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.kanters.net/aanbod,https://www.kanters.net/woningaanbod,https://www.kanters.net/koopwoningen"
KIN Makelaars Dongen,http://www.kinmakelaars.nl,kinmakelaars.nl,Dongen,Dongen,Dongen,Dongen,current_gemeente,,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van den Bosch Makelaars,http://www.vandenboschmakelaars.com,vandenboschmakelaars.com,Dongen,Dongen,Dongen,Dongen,current_gemeente,,Noord-Brabant,https://www.vandenboschmakelaars.com/diensten/verkoopmakelaar,suspect,0.65,true,seed,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.biemansmakelaardij.nl/aanbod,http://www.biemansmakelaardij.nl/woningaanbod,http://www.biemansmakelaardij.nl/koopwoningen"
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,http://www.biemansmade.nl/nl/diensten/verkoop,suspect,0.65,true,seed,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.bogaersmakelaardij.nl/aanbod,http://www.bogaersmakelaardij.nl/woningaanbod,http://www.bogaersmakelaardij.nl/koopwoningen"
ERA Makelaardij Amerstreek,http://www.eramakelaardijamerstreek.nl,eramakelaardijamerstreek.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,http://www.eramakelaardijamerstreek.nl/raamsdonksveer/era-makelaardij-amerstreek/verkoopmakelaar-raamsdonksveer,suspect,0.65,true,seed,seed,20,missing,suspect koopaanbod_url: contains excluded token 'verkoopmakelaar'; contains excluded token 'verkoopmakelaar',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop,era | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'verkoopmakelaar'"
ERA makelaars Oosterhout,http://www.eraoosterhout.nl,eraoosterhout.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,http://www.eraoosterhout.nl/makelaar/oosterhout-nb/ijsvogelvlinder/era-makelaars-oosterhout/huizenaanbod,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,era | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Klijsen Makelaars & Adviseurs,http://www.klijsen.nl,klijsen.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,https://www.klijsen.nl/agrarisch-grond-te-koop-grond-kopen-in-noord-brabant,valid,0.85,false,seed,seed,100,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Marjoleine Rinsma Makelaardij,http://www.mrmakelaardij.nl,mrmakelaardij.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,http://www.mrmakelaardij.nl/aanbod/woningaanbod?inclkoop=true&inclhuur=false,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Noud Kops Woning-en Bedrijfsmakelaardij en Verzekeringen,http://www.noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,http://www.noudkopsmakelaardij.nl/aanbod/woningaanbod/oosterhout/koop/huis-10166294-Leeuwenstraat-28,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Trommelen Makelaars en Taxateurs,,,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,,missing,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url
Van der Plas & De Vegt Makelaardij B.V.,http://www.vdplas.nl,vdplas.nl,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,http://www.vdplas.nl/aanbod/woningaanbod/oosterhout/koop/huis-10223868-Zwanendonk-2,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Verbrugge Makelaardij b.v.,http://www.verbrugge.com,verbrugge.com,Drimmelen,Drimmelen,Drimmelen,Drimmelen,current_gemeente,,Noord-Brabant,http://www.verbrugge.com/huizen,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Online Bedrijfsmakelaar,http://www.onlinebedrijfsmakelaar.nl,onlinebedrijfsmakelaar.nl,Eersel,Eersel,Eersel,Eersel,current_gemeente,,Noord-Brabant,https://onlinebedrijfsmakelaar.nl/aanbod,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,Eersel,Eersel,Eersel,Eersel,current_gemeente,,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
W. Heeren Makelaardij B.V.,http://www.wheeren.nl,wheeren.nl,Eersel,Eersel,Eersel,Eersel,current_gemeente,,Noord-Brabant,http://www.wheeren.nl/aanbod/woningaanbod/hapert/koop/huis-9284102-Beerzedal-21,valid,0.85,false,seed,seed,90,valid,contains listing signal,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Broekx Makelaardij & Hypotheken,http://www.broekx.nl,broekx.nl,Eindhoven,Eindhoven,Eindhoven,Eindhoven,current_gemeente,,Noord-Brabant,https://www.broekx.nl/woningaanbod/verkocht?_objecten_beschikbaarheid=verkocht,valid,0.85,false,seed+overpass_osm,seed+overpass_osm,90,valid,contains listing signal; overpass candidate requires validation; missing aanbod_url,,osm_type=node | osm_id=2759644936 | website=https://www.broekx.nl | raw_addr_city=Eindhoven | normalized_place=Eindhoven | normalized_gemeente=Eindhoven | place_status=current_gemeente | postcode=5611SG | lat=51.4322686 | lon=5.4931237,node,2759644936,https://www.broekx.nl,,Eindhoven,5611SG,,,,,51.4322686,5.4931237,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Cushman & Wakefield Eindhoven,https://www.cushmanwakefield.nl,cushmanwakefield.nl,Eindhoven,Eindhoven,Eindhoven,Eindhoven,current_gemeente,,Noord-Brabant,,missing,0.65,true,seed,seed,30,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.cushmanwakefield.nl/aanbod,https://www.cushmanwakefield.nl/woningaanbod,https://www.cushmanwakefield.nl/koopwoningen"
